"Path","SizeKB","Modified"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Backlog\BL-003_Watcher_Debounce_Lockfile.md","0.18","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Backlog\BL-004_Packaging_Installer_MVP.md","0.17","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\CoAgent_BusinessPlan_Review.md","30.18","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\DOC_INDEX.md","0.34","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Executive_Summary.md","1.28","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Go_No-Go.md","0.48","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Governance_and_Ownership_Mandate.md","2.4","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Governance_Mandate.md","0.85","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Logging_Design.md","0.64","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Market_Analysis.md","0.61","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Marketing_Strategy.md","0.44","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\MVP_Backlog.md","1.21","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Planning_Readiness_Checklist.md","1.17","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Positioning_and_Messaging.md","0.51","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Privacy_and_Security_Model.md","0.47","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Product_Description.md","1.61","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Product_Roadmap.md","0.82","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Queue_Watcher_Spec.md","0.56","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\README_Shortcuts.md","0.21","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\related_snippets\BPOE_notes_links.md","60.95","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\related_snippets\CoModules_integration.md","136.14","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\related_snippets\Workflow_advisories.md","75.6","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Repo_Mutex_Spec.md","0.47","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Revenue_Model.md","0.47","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\RFCs\ANNOUNCEMENT_RFC-0001_Public_Comment.md","0.48","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\RFCs\RFC-0001_DO_Header_Spec_v0.1.md","0.43","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\RFCs\RFC-0002_MultiModel_Orchestration_v0.1.md","1.81","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\RFCs\RFC-0003_PanelRegistry_and_Watcher_Runtime.md","1.13","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\RFCs\TEMPLATE.md","0.64","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Risk_Register.md","0.64","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Rollback_Drill.md","0.37","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Runbooks\Ops_Runbook_Panels_Watchers_v0.md","0.88","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\samples\DO_00_Hello.ps1","0.58","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\samples\DO_A6_NetworkCall.ps1","0.64","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\samples\DO_P3_ReadOnly_WriteAttempt.ps1","0.68","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\samples\DO_P6_Rollback_Failure.ps1","1.05","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\samples\DO_Slow_Render.ps1","0.19","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\samples\Hello.md","0.58","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\samples\README.md","0.8","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Scope_Freeze_P0.md","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\scripts\Test-DOHeader.ps1","2.83","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\scripts\Write-UnstableFile.ps1","0.53","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Adversarial_Scenarios.md","0.95","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Consensus_Test_Plan_P1.md","0.62","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Governance_Drillbook.md","0.44","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Monetization_Experiments.md","0.54","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\MVP_Test_Plan_P0.md","1.26","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\MVP_Test_Plan.md","1.26","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Risk_Register.md","0.65","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-042222\INDEX.md","0.24","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-042222\P0_Hello.txt","0.2","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-042222\P1_File_Stability.txt","0.03","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-042222\P6_Rollback_Exec.txt","0.24","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-042222\P6_Rollback_Failure_Throw.txt","1.12","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-042959\INDEX.md","0.18","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-042959\P0_Hello.txt","0.2","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-042959\P1_File_Stability.txt","0.03","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-042959\P6_Rollback_Exec.txt","0.15","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-043013\INDEX.md","0.18","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-043013\P0_Hello.txt","0.2","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-043013\P1_File_Stability.txt","0.03","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Tests\Runs\20250908-043013\P6_Rollback_Exec.txt","0.15","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_BusinessPlan\Vision_and_Mission.md","0.64","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\00_README.md","0.65","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\01_Value_Proposition_Canvas.md","0.86","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\02_RATs_Assumptions_Test_Plan.md","0.67","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\03_Customer_Interview_Guide.md","0.32","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\04_Competitor_Scan.md","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\05_Pricing_Scenarios.md","0.25","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\07_MVP_Spec_MM_Consensus.md","0.39","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\08_Eval_Framework.md","0.28","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\11_Roadmap.md","0.21","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\migrate\MIGRATE_STANDDOWN_README.md","0.32","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_ResearchPack\tools\Install-CoAgent-ResearchPack.ps1","0.47","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_SandboxRepo\README.md","0.03","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\greetings\GREETING_Migrate.txt","0.49","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\greetings\GREETING_Planning.txt","0.66","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\jobs.txt","0.49","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\logs-co-migrate\archived-DO_DO-RepoScan-ReadOnly_192357-20250909-192400-6636.txt","0.96","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\logs-co-migrate\DO_DO-Smoke_194856-20250909-211601-20040.txt","0.15","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\logs-co-migrate\DO_RepoScan_ReadOnly_213115-20250909-213116-20040.txt","0.31","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\panels\16520.json","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\panels\19844.json","0.36","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\panels\20040.json","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\panels\20584.json","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\panels\24192.json","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\panels\29088.json","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\panels\29460.json","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\panels\3496.json","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\panels\6636.json","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\deskmess\CoAgent_Snapshot_20250909-234740\panels\7228.json","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\docs\CHECKLIST.md","0.25","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\docs\MVP_TestPlan_Smokes.md","0.48","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\docs\Packaging_Plan.md","0.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\docs\PRD_CoAgent_MVP_filled.md","2.38","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\docs\PRIVATE_POINTER.md","0.16","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\docs\private\BP_Private.readme.md","0.14","2025-09-10T19:22:16"
"C:\Users\Chris\Desktop\CoAgent\archive\original_input\CoAgent_v2\docs\_legacy_from_uploads\CoAgent\CoAgent\docs\private\CoAgent_BusinessPlan_PRIVATE.md","3.33","2025-09-10T19:22:16"
