"Path","Name","Ext","SizeKB","Stamp"
"docs/advice_bombs/batch_20251014_124554/.38_Spanky_CoAgentMVP3_20251009_191118/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.08",
"docs/advice_bombs/batch_20251014_124554/.28e_Spanky_CoAgentMVP3_20251009_130646/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.2",
"docs/advice_bombs/batch_20251014_124554/.37_Spanky_HP_20251009_191434/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.37",
"docs/advice_bombs/batch_20251014_124554/.36_Spanky_RequestPack_20251009_185641/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.37",
"docs/advice_bombs/batch_20251014_124554/.36_Spanky_RequestPack_20251009_185641/payload/_examples/_copayload.meta.json","_copayload.meta.json",".json","0.37",
"docs/advice_bombs/batch_20251014_124554/.11_Spanky_CoCoreSessionWrap_20251009_021250/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.14",
"docs/advice_bombs/batch_20251014_124554/.i_Spanky_SessionSummary_20251014_162328/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.31",
"docs/advice_bombs/batch_20251014_124554/.j_Spanky_CoAgentRisk_20251014_162802/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.06",
"docs/advice_bombs/batch_20251014_124554/.28f_Spanky_CoAgentMVP3_20251009_141644/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.2",
"docs/advice_bombs/batch_20251014_124554/.35_Spanky_MeritRank_20251009_185743/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.32",
"docs/advice_bombs/batch_20251014_124554/.29a_Spanky_CoModules_20251009_164441/Spanky_CoModules_20251009_164441/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.31",
"docs/advice_bombs/batch_20251014_124554/.33_Spanky_MeritRank_20251009_184459/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.17",
"docs/advice_bombs/batch_20251014_124554/.32_Spanky_Congruence_20251009_183041/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.37",
"docs/advice_bombs/batch_20251014_124554/.31_Spanky_InSeed_20251009_183110/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.08",
"docs/advice_bombs/batch_20251014_124554/.h_Spanky_CCE_Doctrine_Integration_20251014_162319/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.09",
"docs/advice_bombs/batch_20251014_124554/.25_Spanky_MultiRepoGH_20251009_030819/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.04",
"docs/advice_bombs/batch_20251014_124554/.e_Spanky_GateLetter_OAPP_20251014_162031/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.1",
"docs/advice_bombs/batch_20251014_124554/.44b_Spanky_CoCivOutreach_20251009_161358/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.21",
"docs/advice_bombs/batch_20251014_124554/.6_Spanky_CoCiviumFaiths_20251008_015909/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.55",
"docs/advice_bombs/batch_20251014_124554/.19_Spanky_CPDA-CADI_20251008_225001/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.28",
"docs/advice_bombs/batch_20251014_124554/.1_Spanky_examples_20251008_004552/Spanky_examples_20251008_004552/payload/_examples/_copayload.meta.json","_copayload.meta.json",".json","0.37",
"docs/advice_bombs/batch_20251014_124554/.51_Spanky_CoCiviumDualSite_20251009_163123/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.21",
"docs/advice_bombs/batch_20251014_124554/.1_Spanky_examples_20251008_004552/Spanky_examples_20251008_004552/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.21",
"docs/advice_bombs/batch_20251014_124554/.8_Spanky_CCSeedWrap_20251008_020133/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.13",
"docs/advice_bombs/batch_20251014_124554/.50_Spanky_CoCiviumWP_20251009_204122/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.37",
"docs/advice_bombs/batch_20251014_124554/.17_Spanky_CoAgentBranding_20251009_022926/Spanky_CoAgentBranding_20251009_022926/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.63",
"docs/advice_bombs/batch_20251014_124554/.20_Spanky_CoAgent-BPOE-MVP3_20251009_025257/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.26",
"docs/advice_bombs/batch_20251014_124554/.4_Spanky_MultiSessionLockups_20251008_015230/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.36",
"docs/advice_bombs/batch_20251014_124554/.49_Spanky_CoCivium_20251009_202805/Spanky_CoCivium_20251009_202805/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.31",
"docs/advice_bombs/batch_20251014_124554/.21_Spanky_CoCore_20251009_025331/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.31",
"docs/advice_bombs/batch_20251014_124554/.2_Spanky_CoAgentHealthGate_20251008_014548/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.35",
"docs/advice_bombs/batch_20251014_124554/.48_Spanky_CoEvolutionDocs_20251009_202452/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.23",
"docs/advice_bombs/batch_20251014_124554/.22_Spanky_GodspawnSessionRecovery_20251009_025454/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.13",
"docs/advice_bombs/batch_20251014_124554/.9_Spanky_BPOE-A1_20251008_000000/_spanky/_copayload.meta.json","_copayload.meta.json",".json","1.1",
"docs/advice_bombs/batch_20251014_124554/.46_Spanky_CoCivium_20251009_161652/Spanky_Build/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.44",
"docs/advice_bombs/batch_20251014_124554/.16_Spanky_CoAgent_20251008_223344/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.3",
"docs/advice_bombs/batch_20251014_124554/.45_Spanky_CoCorePlanning_20251009_201052/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.21",
"docs/advice_bombs/batch_20251014_124554/.23_Spanky_CoAgent_20251008_225757/Spanky_CoAgent_20251008_225757/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.2",
"docs/advice_bombs/batch_20251014_124554/.a_Spanky_CoCache_CoEvoAdvice_20251014_161601/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.44c_Spanky_CoCivOutreach_20251009_201820/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.3",
"docs/advice_bombs/batch_20251014_124554/.44c_Spanky_CoCivOutreach_20251009_201820/_examples/_copayload.meta.json","_copayload.meta.json",".json","0.37",
"docs/advice_bombs/batch_20251014_124554/.24_Spanky_CADE-Defense_20251009_030727/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.17",
"docs/advice_bombs/batch_20251014_124554/.15_Spanky_CoCacheReset_20251008_222429/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.32",
"docs/advice_bombs/batch_20251014_124554/.b_Spanky_SessionSynthesis_20251014_161607/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.47",
"docs/advice_bombs/batch_20251014_124554/.47_Spanky_RickPublicBridge_20251009_162406/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.42",
"docs/advice_bombs/batch_20251014_124554/.30_Spanky_CoPolitic_TOSAI_20251009_183331/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.56",
"docs/advice_bombs/batch_20251014_124554/.7_Spanky_CoCivium_20251008_020616/_spanky/_copayload.meta.json","_copayload.meta.json",".json","0.41",
"docs/advice_bombs/batch_20251014_124554/.8_Spanky_CCSeedWrap_20251008_020133/payload/_Filename_Conventions.md","_Filename_Conventions.md",".md","0.05",
"docs/advice_bombs/batch_20251014_124554/o_CoSuite_Insights_EpochsRegimes_20251014_232531/insights_ages_falsifiers_20251014_232531/_insight.meta.json","_insight.meta.json",".json","0.87",
"docs/advice_bombs/batch_20251014_124554/.44c_Spanky_CoCivOutreach_20251009_201820/_examples/_wrap.manifest.json","_wrap.manifest.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.36_Spanky_RequestPack_20251009_185641/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.4_Spanky_MultiSessionLockups_20251008_015230/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.37_Spanky_HP_20251009_191434/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.h_Spanky_CCE_Doctrine_Integration_20251014_162319/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.05",
"docs/advice_bombs/batch_20251014_124554/.17_Spanky_CoAgentBranding_20251009_022926/Spanky_CoAgentBranding_20251009_022926/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.81",
"docs/advice_bombs/batch_20251014_124554/.28e_Spanky_CoAgentMVP3_20251009_130646/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.25",
"docs/advice_bombs/batch_20251014_124554/.14_Spanky_CoWrap_SessionExport_20251009_021857/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.06",
"docs/advice_bombs/batch_20251014_124554/.45_Spanky_CoCorePlanning_20251009_201052/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.1",
"docs/advice_bombs/batch_20251014_124554/.38_Spanky_CoAgentMVP3_20251009_191118/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","3.06",
"docs/advice_bombs/batch_20251014_124554/.20_Spanky_CoAgent-BPOE-MVP3_20251009_025257/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.09",
"docs/advice_bombs/batch_20251014_124554/.7_Spanky_CoCivium_20251008_020616/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","1.58",
"docs/advice_bombs/batch_20251014_124554/.39_Spanky_GVB_20251009_192232/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.85",
"docs/advice_bombs/batch_20251014_124554/.28d_Spanky_CoAgentMVP3_20251009_125809/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.16",
"docs/advice_bombs/batch_20251014_124554/.9_Spanky_BPOE-A1_20251008_000000/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","2.77",
"docs/advice_bombs/batch_20251014_124554/.27_Spanky_CAP_20251009_032636/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.62",
"docs/advice_bombs/batch_20251014_124554/.f_Spanky_CoSuite-Summary_20251014_161916/Spanky_CoSuite-Summary_20251014_161916/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.27",
"docs/advice_bombs/batch_20251014_124554/.12_Spanky_CoWrap_SessionClosure_20251009_021554/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.05",
"docs/advice_bombs/batch_20251014_124554/.13_Spanky_CoAgency_20251009_022055/Spanky_CoAgency/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.57",
"docs/advice_bombs/batch_20251014_124554/.21_Spanky_CoCore_20251009_025331/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.17",
"docs/advice_bombs/batch_20251014_124554/.48_Spanky_CoEvolutionDocs_20251009_202452/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.57",
"docs/advice_bombs/batch_20251014_124554/.16_Spanky_CoAgent_20251008_223344/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.6",
"docs/advice_bombs/batch_20251014_124554/.40_Spanky_ScripTagger_20251009_193224/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.47_Spanky_RickPublicBridge_20251009_162406/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","2.13",
"docs/advice_bombs/batch_20251014_124554/.42_Spanky_RickGuard_20251009_194327/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.65",
"docs/advice_bombs/batch_20251014_124554/.26_Spanky_CoCivium-Strategy_20251009_031142/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.97",
"docs/advice_bombs/batch_20251014_124554/.22_Spanky_GodspawnSessionRecovery_20251009_025454/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.12",
"docs/advice_bombs/batch_20251014_124554/.43_Spanky_GrandMigration_20251009_194020/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.97",
"docs/advice_bombs/batch_20251014_124554/.36_Spanky_RequestPack_20251009_185641/payload/_examples/_wrap.manifest.json","_wrap.manifest.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.8_Spanky_CCSeedWrap_20251008_020133/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","1.17",
"docs/advice_bombs/batch_20251014_124554/.11_Spanky_CoCoreSessionWrap_20251009_021250/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.16",
"docs/advice_bombs/batch_20251014_124554/.6_Spanky_CoCiviumFaiths_20251008_015909/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.15_Spanky_CoCacheReset_20251008_222429/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.85",
"docs/advice_bombs/batch_20251014_124554/.30_Spanky_CoPolitic_TOSAI_20251009_183331/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.74",
"docs/advice_bombs/batch_20251014_124554/.2_Spanky_CoAgentHealthGate_20251008_014548/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.22",
"docs/advice_bombs/batch_20251014_124554/.24_Spanky_CADE-Defense_20251009_030727/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.69",
"docs/advice_bombs/batch_20251014_124554/.19_Spanky_CPDA-CADI_20251008_225001/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.69",
"docs/advice_bombs/batch_20251014_124554/.31_Spanky_InSeed_20251009_183110/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.16",
"docs/advice_bombs/batch_20251014_124554/.a_Spanky_CoCache_CoEvoAdvice_20251014_161601/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","3.27",
"docs/advice_bombs/batch_20251014_124554/n_AB_CoSteward_Spine_UPG_20251014_224344/AB_CoSteward_Spine_UPG_20251014_224344/_wrap.manifest.json","_wrap.manifest.json",".json","0.35",
"docs/advice_bombs/batch_20251014_124554/.32_Spanky_Congruence_20251009_183041/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.b_Spanky_SessionSynthesis_20251014_161607/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.66",
"docs/advice_bombs/batch_20251014_124554/.44b_Spanky_CoCivOutreach_20251009_161358/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.25",
"docs/advice_bombs/batch_20251014_124554/.46_Spanky_CoCivium_20251009_161652/Spanky_Build/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","1.75",
"docs/advice_bombs/batch_20251014_124554/.33_Spanky_MeritRank_20251009_184459/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.67",
"docs/advice_bombs/batch_20251014_124554/.1_Spanky_examples_20251008_004552/Spanky_examples_20251008_004552/payload/_examples/_wrap.manifest.json","_wrap.manifest.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.51_Spanky_CoCiviumDualSite_20251009_163123/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.58",
"docs/advice_bombs/batch_20251014_124554/.28f_Spanky_CoAgentMVP3_20251009_141644/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.16",
"docs/advice_bombs/batch_20251014_124554/.44c_Spanky_CoCivOutreach_20251009_201820/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.27",
"docs/advice_bombs/batch_20251014_124554/.23_Spanky_CoAgent_20251008_225757/Spanky_CoAgent_20251008_225757/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.57",
"docs/advice_bombs/batch_20251014_124554/.j_Spanky_CoAgentRisk_20251014_162802/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.07",
"docs/advice_bombs/batch_20251014_124554/.1_Spanky_examples_20251008_004552/Spanky_examples_20251008_004552/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.7",
"docs/advice_bombs/batch_20251014_124554/.35_Spanky_MeritRank_20251009_185743/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.17",
"docs/advice_bombs/batch_20251014_124554/.44a_Spanky_CoCivOutreach_20251009_155730/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.16",
"docs/advice_bombs/batch_20251014_124554/.50_Spanky_CoCiviumWP_20251009_204122/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.51",
"docs/advice_bombs/batch_20251014_124554/.e_Spanky_GateLetter_OAPP_20251014_162031/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.43",
"docs/advice_bombs/batch_20251014_124554/.25_Spanky_MultiRepoGH_20251009_030819/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","0.05",
"docs/advice_bombs/batch_20251014_124554/.29a_Spanky_CoModules_20251009_164441/Spanky_CoModules_20251009_164441/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","1.13",
"docs/advice_bombs/batch_20251014_124554/.41_Spanky_ContinuityKit_20251009_153301/_spanky/_wrap.manifest.json","_wrap.manifest.json",".json","1.21",
"docs/advice_bombs/batch_20251014_124554/.k_Spanky_CoChallenge_2025-10-14_220233.zip",".k_Spanky_CoChallenge_2025-10-14_220233.zip",".zip","5.04","2025-10-14_220233"
"docs/advice_bombs/batch_20251014_124554/.l_Spanky_CoSuiteSummary_2025-10-14_180402.zip",".l_Spanky_CoSuiteSummary_2025-10-14_180402.zip",".zip","8.07","2025-10-14_180402"
"docs/advice_bombs/batch_20251014_124554/.m_Spanky_ExemplarCanon_2025-10-14_181108.zip",".m_Spanky_ExemplarCanon_2025-10-14_181108.zip",".zip","5.27","2025-10-14_181108"
"docs/advice_bombs/batch_20251014_124554/.n_AB_CoSteward_Spine_UPG_2025-10-14_224344.zip",".n_AB_CoSteward_Spine_UPG_2025-10-14_224344.zip",".zip","10.96","2025-10-14_224344"
"docs/advice_bombs/batch_20251014_124554/.o_CoSuite_Insights_EpochsRegimes_2025-10-14_232531.zip",".o_CoSuite_Insights_EpochsRegimes_2025-10-14_232531.zip",".zip","7.34","2025-10-14_232531"
"docs/advice_bombs/batch_20251014_124554/.36_Spanky_RequestPack_20251009_185641/payload/01_INSTRUCTION_BLOCK.md","01_INSTRUCTION_BLOCK.md",".md","2.09",
"docs/advice_bombs/batch_20251014_124554/.1_Spanky_examples_20251008_004552/Spanky_examples_20251008_004552/payload/01_INSTRUCTION_BLOCK.md","01_INSTRUCTION_BLOCK.md",".md","2.09",
"docs/advice_bombs/batch_20251014_124554/.44c_Spanky_CoCivOutreach_20251009_201820/01_INSTRUCTION_BLOCK.md","01_INSTRUCTION_BLOCK.md",".md","2.09",
"docs/advice_bombs/batch_20251014_124554/.44c_Spanky_CoCivOutreach_20251009_201820/01_INSTRUCTION_BLOCK.txt","01_INSTRUCTION_BLOCK.txt",".txt","2.09",
"docs/advice_bombs/batch_20251014_124554/.1_Spanky_examples_20251008_004552/Spanky_examples_20251008_004552/payload/01_INSTRUCTION_BLOCK.txt","01_INSTRUCTION_BLOCK.txt",".txt","2.09",
"docs/advice_bombs/batch_20251014_124554/.36_Spanky_RequestPack_20251009_185641/payload/01_INSTRUCTION_BLOCK.txt","01_INSTRUCTION_BLOCK.txt",".txt","2.09",
"docs/advice_bombs/batch_20251014_124554/1_Spanky_examples_20251008_004552_20251014_124554_2025-10-14_124554.zip","1_Spanky_examples_20251008_004552_20251014_124554_2025-10-14_124554.zip",".zip","9.92","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/11_Spanky_CoCoreSessionWrap_20251009_021250_20251014_124554_2025-10-14_124554.zip","11_Spanky_CoCoreSessionWrap_20251009_021250_20251014_124554_2025-10-14_124554.zip",".zip","2.25","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/12_Spanky_CoWrap_SessionClosure_20251009_021554_20251014_124554_2025-10-14_124554.zip","12_Spanky_CoWrap_SessionClosure_20251009_021554_20251014_124554_2025-10-14_124554.zip",".zip","3.56","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/13_Spanky_CoAgency_20251009_022055_20251014_124554_2025-10-14_124554.zip","13_Spanky_CoAgency_20251009_022055_20251014_124554_2025-10-14_124554.zip",".zip","5.68","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/14_Spanky_CoWrap_SessionExport_20251009_021857_20251014_124554_2025-10-14_124554.zip","14_Spanky_CoWrap_SessionExport_20251009_021857_20251014_124554_2025-10-14_124554.zip",".zip","0.74","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/15_Spanky_CoCacheReset_20251008_222429_20251014_124554_2025-10-14_124554.zip","15_Spanky_CoCacheReset_20251008_222429_20251014_124554_2025-10-14_124554.zip",".zip","16.15","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/16_Spanky_CoAgent_20251008_223344_20251014_124554_2025-10-14_124554.zip","16_Spanky_CoAgent_20251008_223344_20251014_124554_2025-10-14_124554.zip",".zip","6.12","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/17_Spanky_CoAgentBranding_20251009_022926_20251014_124554_2025-10-14_124554.zip","17_Spanky_CoAgentBranding_20251009_022926_20251014_124554_2025-10-14_124554.zip",".zip","7.46","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/18_Spanky_TypeK_Briefing_20251009_024352_20251014_124554_2025-10-14_124554.zip","18_Spanky_TypeK_Briefing_20251009_024352_20251014_124554_2025-10-14_124554.zip",".zip","3.25","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/19_Spanky_CPDA-CADI_20251008_225001_20251014_124554_2025-10-14_124554.zip","19_Spanky_CPDA-CADI_20251008_225001_20251014_124554_2025-10-14_124554.zip",".zip","16.28","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/2_Spanky_CoAgentHealthGate_20251008_014548_20251014_124554_2025-10-14_124554.zip","2_Spanky_CoAgentHealthGate_20251008_014548_20251014_124554_2025-10-14_124554.zip",".zip","12.03","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/20_Spanky_CoAgent-BPOE-MVP3_20251009_025257_20251014_124554_2025-10-14_124554.zip","20_Spanky_CoAgent-BPOE-MVP3_20251009_025257_20251014_124554_2025-10-14_124554.zip",".zip","3.74","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/21_Spanky_CoCore_20251009_025331_20251014_124554_2025-10-14_124554.zip","21_Spanky_CoCore_20251009_025331_20251014_124554_2025-10-14_124554.zip",".zip","3.32","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/22_Spanky_GodspawnSessionRecovery_20251009_025454_20251014_124554_2025-10-14_124554.zip","22_Spanky_GodspawnSessionRecovery_20251009_025454_20251014_124554_2025-10-14_124554.zip",".zip","4.39","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/23_Spanky_CoAgent_20251008_225757_20251014_124554_2025-10-14_124554.zip","23_Spanky_CoAgent_20251008_225757_20251014_124554_2025-10-14_124554.zip",".zip","10.58","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/24_Spanky_CADE-Defense_20251009_030727_20251014_124554_2025-10-14_124554.zip","24_Spanky_CADE-Defense_20251009_030727_20251014_124554_2025-10-14_124554.zip",".zip","7.84","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/25_Spanky_MultiRepoGH_20251009_030819_20251014_124554_2025-10-14_124554.zip","25_Spanky_MultiRepoGH_20251009_030819_20251014_124554_2025-10-14_124554.zip",".zip","4.42","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/26_Spanky_CoCivium-Strategy_20251009_031142_20251014_124554_2025-10-14_124554.zip","26_Spanky_CoCivium-Strategy_20251009_031142_20251014_124554_2025-10-14_124554.zip",".zip","13.22","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/27_Spanky_CAP_20251009_032636_20251014_124554_2025-10-14_124554.zip","27_Spanky_CAP_20251009_032636_20251014_124554_2025-10-14_124554.zip",".zip","10.04","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/28d_Spanky_CoAgentMVP3_20251009_125809_20251014_124554_2025-10-14_124554.zip","28d_Spanky_CoAgentMVP3_20251009_125809_20251014_124554_2025-10-14_124554.zip",".zip","1.09","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/28e_Spanky_CoAgentMVP3_20251009_130646_20251014_124554_2025-10-14_124554.zip","28e_Spanky_CoAgentMVP3_20251009_130646_20251014_124554_2025-10-14_124554.zip",".zip","15.09","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/28f_Spanky_CoAgentMVP3_20251009_141644_20251014_124554_2025-10-14_124554.zip","28f_Spanky_CoAgentMVP3_20251009_141644_20251014_124554_2025-10-14_124554.zip",".zip","15.19","2025-10-14_124554"
"docs/advice_bombs/batch_20251014_124554/29a_Spanky_CoModules_20251009_164441_20251014_124554_2025-10-14_124554.zip","29a_Spanky_CoModules_20251009_164441_20251014_124554_2025-10-14_124554.zip",".zip","10.46","2025-10-14_124554"
